scenario_id,model,workload,task,prompt_tokens_target,output_tokens_target,concurrency,cache_mode,thinking,ignore_eos,requests,ok,errors,scenario_wall_s,prompt_tokens_p50,completion_tokens_p50,ttft_ms_p50,ttft_ms_p95,tpot_ms_p50,tpot_ms_p95,e2e_ms_p50,e2e_ms_p95,per_request_decode_tok_s_mean,aggregate_e2e_tok_s,server_avg_spec_accept_length,server_avg_spec_accept_rate,server_avg_spec_accept_length_before,server_avg_spec_accept_rate_before,server_spec_metric_source,server_spec_metric_state_count,first_error
s0001-synthetic-synthetic-p16000-o512-c1,moonshotai/Kimi-K2.6,synthetic,synthetic,16000,512,1,unique-prefix,unset,False,10,10,0,21.101,10218.000,512.000,284.456,351.042,3.499,3.834,2078.706,2244.778,280.973,242.642,2.652,,,,/server_info,1,
